,userid,placeid,datetime,userid_int,placeid_int
80,0,39,2010-07-10T03:34:43Z,0,39
81,0,69,2010-07-05T15:39:57Z,0,69
82,0,2,2010-07-04T18:01:06Z,0,2
83,0,70,2010-07-04T01:35:27Z,0,70
84,0,71,2010-07-04T01:35:02Z,0,71
85,0,72,2010-07-04T00:24:07Z,0,72
86,0,73,2010-07-04T00:23:50Z,0,73
87,0,74,2010-07-03T17:31:40Z,0,74
88,0,30,2010-07-03T17:31:29Z,0,30
89,0,75,2010-07-03T17:31:18Z,0,75
90,0,76,2010-07-03T00:17:58Z,0,76
91,0,77,2010-07-02T17:20:24Z,0,77
92,0,73,2010-07-02T17:20:00Z,0,73
93,0,78,2010-06-27T00:54:39Z,0,78
94,0,79,2010-06-26T13:50:07Z,0,79
95,0,80,2010-06-25T23:06:06Z,0,80
96,0,81,2010-06-25T19:50:03Z,0,81
97,0,82,2010-06-25T17:11:52Z,0,82
98,0,83,2010-06-25T16:45:19Z,0,83
99,0,84,2010-06-25T16:30:18Z,0,84
100,0,85,2010-06-24T18:58:50Z,0,85
101,0,86,2010-06-17T16:03:33Z,0,86
102,0,86,2010-06-15T13:47:24Z,0,86
103,0,87,2010-06-13T15:04:48Z,0,87
104,0,88,2010-06-12T17:34:24Z,0,88
105,0,89,2010-06-12T03:09:33Z,0,89
106,0,2,2010-06-11T23:17:13Z,0,2
107,0,90,2010-06-06T23:28:56Z,0,90
108,0,91,2010-06-06T21:27:07Z,0,91
109,0,92,2010-06-06T21:26:52Z,0,92
110,0,93,2010-06-06T20:04:50Z,0,93
111,0,94,2010-06-06T20:04:16Z,0,94
112,0,95,2010-06-06T19:58:18Z,0,95
113,0,96,2010-06-06T19:56:32Z,0,96
114,0,97,2010-06-06T19:45:39Z,0,97
115,0,98,2010-06-06T19:37:06Z,0,98
116,0,99,2010-06-06T19:36:14Z,0,99
117,0,100,2010-06-06T19:35:22Z,0,100
118,0,101,2010-06-06T18:22:09Z,0,101
119,0,102,2010-06-05T01:54:08Z,0,102
120,0,103,2010-06-05T01:53:33Z,0,103
121,0,104,2010-06-05T01:53:18Z,0,104
122,0,105,2010-06-05T01:49:11Z,0,105
123,0,106,2010-06-05T01:47:09Z,0,106
124,0,107,2010-06-05T01:38:55Z,0,107
125,0,108,2010-06-05T01:30:47Z,0,108
126,0,109,2010-06-04T23:45:11Z,0,109
127,0,110,2010-06-04T16:40:23Z,0,110
128,0,111,2010-06-04T16:40:07Z,0,111
129,0,112,2010-06-04T16:39:45Z,0,112
130,0,113,2010-06-04T16:39:30Z,0,113
131,0,114,2010-06-04T16:38:52Z,0,114
132,0,115,2010-06-04T16:38:22Z,0,115
133,0,116,2010-06-04T16:38:10Z,0,116
134,0,117,2010-06-04T16:37:58Z,0,117
135,0,118,2010-06-04T16:37:31Z,0,118
136,0,119,2010-06-04T16:37:14Z,0,119
137,0,115,2010-06-04T16:33:33Z,0,115
138,0,120,2010-06-04T16:33:05Z,0,120
139,0,121,2010-06-04T16:32:22Z,0,121
140,0,122,2010-06-04T16:32:10Z,0,122
141,0,123,2010-06-04T16:31:44Z,0,123
142,0,124,2010-06-03T00:12:21Z,0,124
143,0,10,2010-06-02T23:58:22Z,0,10
144,0,125,2010-06-02T17:19:19Z,0,125
145,0,126,2010-06-02T17:19:03Z,0,126
146,0,127,2010-06-02T17:18:44Z,0,127
147,0,128,2010-06-02T17:18:00Z,0,128
148,0,72,2010-05-31T17:19:45Z,0,72
149,0,69,2010-05-31T17:18:36Z,0,69
150,0,129,2010-05-31T17:17:15Z,0,129
151,0,130,2010-05-30T17:21:55Z,0,130
152,0,131,2010-05-30T16:45:54Z,0,131
153,0,132,2010-05-28T22:47:18Z,0,132
154,0,133,2010-05-28T03:31:42Z,0,133
155,0,134,2010-05-27T18:31:01Z,0,134
156,0,135,2010-05-27T17:05:00Z,0,135
157,0,136,2010-05-27T13:24:59Z,0,136
158,0,137,2010-05-26T16:31:40Z,0,137
159,0,138,2010-05-25T17:18:42Z,0,138
160,0,36,2010-05-23T15:31:22Z,0,36
161,0,139,2010-05-21T23:31:40Z,0,139
162,0,140,2010-05-19T01:09:02Z,0,140
163,0,141,2010-05-17T17:42:14Z,0,141
164,0,142,2010-05-16T01:18:32Z,0,142
165,0,143,2010-05-15T03:13:42Z,0,143
166,0,67,2010-05-12T13:31:18Z,0,67
167,0,144,2010-05-08T20:53:56Z,0,144
168,0,145,2010-05-08T20:52:49Z,0,145
169,0,146,2010-05-08T18:28:39Z,0,146
170,0,147,2010-05-08T18:23:57Z,0,147
171,0,148,2010-05-08T04:51:05Z,0,148
172,0,149,2010-05-08T04:50:49Z,0,149
173,0,150,2010-05-08T04:50:00Z,0,150
174,0,151,2010-05-08T04:49:16Z,0,151
175,0,152,2010-05-08T04:48:57Z,0,152
176,0,153,2010-05-08T02:20:42Z,0,153
177,0,154,2010-05-08T01:53:04Z,0,154
178,0,145,2010-05-07T22:03:30Z,0,145
179,0,155,2010-05-07T20:30:45Z,0,155
180,0,156,2010-05-07T00:27:31Z,0,156
181,0,157,2010-05-06T21:18:28Z,0,157
182,0,158,2010-05-06T19:07:57Z,0,158
183,0,159,2010-05-06T17:21:43Z,0,159
184,0,160,2010-05-06T17:21:24Z,0,160
185,0,85,2010-05-06T16:53:31Z,0,85
186,0,161,2010-05-03T15:45:21Z,0,161
187,0,162,2010-05-03T15:44:30Z,0,162
188,0,163,2010-04-16T23:21:26Z,0,163
189,0,164,2010-04-15T14:52:10Z,0,164
190,0,165,2010-04-15T02:09:42Z,0,165
191,0,166,2010-04-15T02:08:15Z,0,166
192,0,167,2010-04-15T02:07:40Z,0,167
193,0,168,2010-04-14T21:38:49Z,0,168
194,0,169,2010-04-14T02:57:45Z,0,169
195,0,170,2010-04-13T22:42:05Z,0,170
196,0,170,2010-04-13T22:41:21Z,0,170
197,0,171,2010-04-13T22:40:35Z,0,171
198,0,172,2010-04-12T23:26:39Z,0,172
199,0,173,2010-04-12T03:51:05Z,0,173
200,0,164,2010-04-11T21:54:19Z,0,164
201,0,33,2010-04-04T15:59:23Z,0,33
202,0,86,2010-03-31T14:01:55Z,0,86
203,0,174,2010-03-29T17:26:36Z,0,174
204,0,175,2010-03-29T16:39:58Z,0,175
205,0,176,2010-03-29T13:58:40Z,0,176
206,0,86,2010-03-29T13:57:48Z,0,86
207,0,177,2010-03-29T13:56:16Z,0,177
208,0,178,2010-03-29T13:52:47Z,0,178
209,0,179,2010-03-28T16:58:48Z,0,179
210,0,23,2010-03-28T16:52:29Z,0,23
211,0,180,2010-03-27T17:02:05Z,0,180
212,0,176,2010-03-25T13:51:12Z,0,176
213,0,177,2010-03-25T13:50:10Z,0,177
214,0,178,2010-03-24T20:59:02Z,0,178
215,0,176,2010-03-24T14:00:28Z,0,176
216,0,177,2010-03-24T13:59:57Z,0,177
217,0,178,2010-03-24T13:56:40Z,0,178
218,0,181,2010-03-23T23:34:00Z,0,181
219,0,182,2010-03-23T23:25:40Z,0,182
220,0,183,2010-03-23T23:23:58Z,0,183
221,0,184,2010-03-23T23:15:20Z,0,184
222,0,185,2010-03-23T21:06:31Z,0,185
223,0,186,2010-03-23T16:53:27Z,0,186
224,0,176,2010-03-23T13:55:53Z,0,176
225,0,177,2010-03-23T13:55:09Z,0,177
226,0,187,2010-03-23T13:53:36Z,0,187
227,0,178,2010-03-23T13:51:02Z,0,178
228,0,28,2010-03-22T21:45:37Z,0,28
229,0,188,2010-03-22T21:32:26Z,0,188
230,0,189,2010-03-22T17:51:38Z,0,189
231,0,190,2010-03-22T17:36:49Z,0,190
232,0,191,2010-03-22T15:21:29Z,0,191
233,0,192,2010-03-22T02:42:24Z,0,192
234,0,193,2010-03-22T01:51:31Z,0,193
235,0,194,2010-03-22T00:08:38Z,0,194
236,0,192,2010-03-21T23:19:43Z,0,192
237,0,195,2010-03-21T22:12:14Z,0,195
238,0,196,2010-03-21T22:10:05Z,0,196
239,0,197,2010-03-21T20:34:12Z,0,197
240,0,198,2010-03-21T19:22:53Z,0,198
241,0,199,2010-03-21T19:22:18Z,0,199
242,0,192,2010-03-21T19:01:24Z,0,192
243,0,200,2010-03-21T18:20:49Z,0,200
244,0,201,2010-03-21T17:36:09Z,0,201
245,0,202,2010-03-21T17:33:59Z,0,202
246,0,203,2010-03-21T17:33:24Z,0,203
247,0,204,2010-03-21T16:40:24Z,0,204
248,0,205,2010-03-21T15:54:39Z,0,205
249,0,192,2010-03-21T04:10:10Z,0,192
250,0,206,2010-03-20T18:56:45Z,0,206
251,0,207,2010-03-20T15:00:17Z,0,207
252,0,192,2010-03-20T14:21:48Z,0,192
253,0,208,2010-03-20T00:49:29Z,0,208
254,0,192,2010-03-20T00:37:53Z,0,192
255,0,206,2010-03-19T23:14:25Z,0,206
256,0,191,2010-03-19T23:11:53Z,0,191
257,0,209,2010-03-19T22:15:46Z,0,209
258,0,192,2010-03-19T20:29:22Z,0,192
259,0,210,2010-03-19T18:19:50Z,0,210
260,0,211,2010-03-19T17:38:02Z,0,211
261,0,192,2010-03-19T15:00:53Z,0,192
262,0,208,2010-03-19T03:32:11Z,0,208
263,0,212,2010-03-19T01:00:54Z,0,212
264,0,213,2010-03-18T15:33:57Z,0,213
265,0,28,2010-03-18T15:33:34Z,0,28
266,0,214,2010-03-18T15:32:49Z,0,214
267,0,37,2010-01-10T00:52:35Z,0,37
268,0,37,2010-01-10T00:51:50Z,0,37
269,0,215,2009-11-26T05:40:14Z,0,215
270,0,216,2009-11-26T05:39:30Z,0,216
271,0,217,2009-05-03T00:45:32Z,0,217
272,1,218,2011-06-27T21:07:49Z,1,218
273,1,219,2011-06-23T23:49:10Z,1,219
274,1,219,2011-06-20T22:52:11Z,1,219
275,1,220,2011-06-17T02:45:56Z,1,220
276,1,219,2011-06-08T18:59:21Z,1,219
277,1,221,2011-06-02T02:30:16Z,1,221
278,1,219,2011-05-25T01:54:57Z,1,219
279,1,221,2011-05-24T02:33:03Z,1,221
280,1,222,2011-05-19T19:59:15Z,1,222
281,1,219,2011-05-18T21:45:28Z,1,219
282,1,221,2011-05-18T03:34:08Z,1,221
283,1,219,2011-05-17T18:37:41Z,1,219
284,1,219,2011-05-16T21:00:59Z,1,219
285,1,223,2011-05-12T04:24:01Z,1,223
286,1,224,2011-05-11T19:27:09Z,1,224
287,1,221,2011-05-07T02:08:00Z,1,221
288,1,219,2011-05-04T01:48:24Z,1,219
289,1,225,2011-04-23T19:30:31Z,1,225
290,1,219,2011-04-21T21:05:16Z,1,219
291,1,226,2011-04-20T18:49:40Z,1,226
292,1,219,2011-04-20T01:22:02Z,1,219
293,1,219,2011-04-01T03:50:15Z,1,219
294,1,219,2011-03-31T04:48:14Z,1,219
295,1,227,2011-03-29T03:53:54Z,1,227
296,1,228,2011-03-27T21:46:34Z,1,228
297,1,229,2011-03-24T05:25:19Z,1,229
298,1,230,2011-03-08T21:10:21Z,1,230
299,1,231,2011-03-01T04:42:00Z,1,231
300,1,221,2011-02-12T02:40:25Z,1,221
301,1,232,2011-02-11T20:28:37Z,1,232
302,1,233,2011-02-11T08:57:40Z,1,233
303,1,234,2011-02-10T04:49:59Z,1,234
304,1,235,2011-02-05T05:50:10Z,1,235
305,1,231,2011-01-21T00:02:47Z,1,231
306,1,219,2011-01-05T23:14:39Z,1,219
307,1,236,2010-12-25T05:04:45Z,1,236
308,1,237,2010-12-25T03:28:13Z,1,237
309,1,219,2010-12-24T02:13:49Z,1,219
310,1,219,2010-12-15T21:28:14Z,1,219
311,1,219,2010-12-14T18:20:31Z,1,219
312,1,219,2010-12-11T01:25:28Z,1,219
313,1,238,2010-12-08T19:47:14Z,1,238
314,1,239,2010-12-06T21:08:37Z,1,239
315,1,221,2010-11-30T05:19:25Z,1,221
316,1,240,2010-11-19T21:42:42Z,1,240
317,1,241,2010-11-17T21:48:07Z,1,241
318,1,219,2010-11-03T00:37:03Z,1,219
319,1,242,2010-10-20T02:13:01Z,1,242
320,1,239,2010-09-30T20:50:50Z,1,239
321,1,243,2010-09-21T04:39:30Z,1,243
322,1,219,2010-09-15T21:35:33Z,1,219
323,1,244,2010-09-15T21:08:23Z,1,244
324,1,245,2010-09-10T16:40:59Z,1,245
325,1,246,2010-09-09T21:00:54Z,1,246
326,1,247,2010-09-04T17:13:35Z,1,247
327,1,235,2010-09-03T20:47:42Z,1,235
328,1,219,2010-08-30T23:43:27Z,1,219
329,1,239,2010-08-20T19:51:49Z,1,239
330,1,248,2010-08-19T03:16:37Z,1,248
331,1,249,2010-08-16T20:31:02Z,1,249
332,1,223,2010-08-10T01:55:23Z,1,223
333,1,250,2010-08-09T20:45:29Z,1,250
334,1,251,2010-08-06T19:45:36Z,1,251
335,1,251,2010-08-06T15:56:32Z,1,251
336,1,252,2010-08-03T20:06:32Z,1,252
337,1,250,2010-07-30T19:27:31Z,1,250
338,1,253,2010-07-30T00:51:49Z,1,253
339,1,241,2010-07-29T05:10:08Z,1,241
340,1,253,2010-07-28T22:19:47Z,1,253
341,1,254,2010-07-27T19:52:36Z,1,254
342,1,255,2010-07-27T01:54:53Z,1,255
343,1,219,2010-07-26T21:57:46Z,1,219
344,1,235,2010-07-24T02:26:47Z,1,235
345,1,256,2010-07-21T17:41:12Z,1,256
346,1,257,2010-07-15T19:28:02Z,1,257
347,1,249,2010-07-13T20:12:23Z,1,249
348,1,258,2010-07-09T01:59:28Z,1,258
349,1,259,2010-07-08T21:59:29Z,1,259
350,1,260,2010-07-07T23:20:41Z,1,260
351,1,239,2010-06-24T23:12:17Z,1,239
352,1,261,2010-06-19T03:23:34Z,1,261
353,1,250,2010-06-15T20:55:52Z,1,250
354,1,262,2010-06-15T05:58:37Z,1,262
355,1,263,2010-06-03T05:59:40Z,1,263
356,1,219,2010-06-02T04:33:57Z,1,219
357,1,264,2010-05-30T20:42:00Z,1,264
358,1,223,2010-05-30T02:31:07Z,1,223
359,1,265,2010-05-30T02:05:14Z,1,265
360,1,266,2010-05-29T02:50:52Z,1,266
361,1,267,2010-05-27T02:01:52Z,1,267
362,1,239,2010-05-26T04:53:31Z,1,239
363,1,250,2010-05-25T20:05:15Z,1,250
364,1,219,2010-05-19T18:24:43Z,1,219
365,1,268,2010-05-19T03:35:19Z,1,268
366,1,222,2010-05-19T00:30:30Z,1,222
367,1,219,2010-05-17T19:42:54Z,1,219
368,1,254,2010-05-14T19:40:10Z,1,254
369,1,239,2010-05-13T19:54:27Z,1,239
370,1,219,2010-05-12T06:07:05Z,1,219
371,1,219,2010-05-07T18:12:42Z,1,219
372,1,263,2010-05-07T06:58:48Z,1,263
373,1,269,2010-05-07T04:22:17Z,1,269
374,1,231,2010-05-07T03:49:22Z,1,231
375,1,270,2010-05-05T20:31:12Z,1,270
376,1,219,2010-05-05T04:32:35Z,1,219
377,1,270,2010-05-04T16:39:35Z,1,270
378,1,253,2010-04-30T00:00:32Z,1,253
379,1,271,2010-04-29T20:24:08Z,1,271
380,1,239,2010-04-28T06:33:01Z,1,239
381,1,223,2010-04-27T02:38:52Z,1,223
382,1,272,2010-04-25T02:22:57Z,1,272
383,1,273,2010-04-21T21:14:06Z,1,273
384,1,253,2010-04-17T17:28:31Z,1,253
385,1,263,2010-04-11T23:01:26Z,1,263
386,1,274,2010-04-08T03:20:58Z,1,274
387,1,248,2010-04-07T02:49:11Z,1,248
388,1,219,2010-04-06T16:20:51Z,1,219
389,1,241,2010-04-06T04:45:51Z,1,241
390,1,275,2010-04-03T22:42:49Z,1,275
391,1,266,2010-04-03T20:13:04Z,1,266
392,1,231,2010-04-03T18:18:23Z,1,231
393,1,276,2010-04-02T03:05:38Z,1,276
394,1,277,2010-04-01T21:02:08Z,1,277
395,1,278,2010-04-01T05:50:43Z,1,278
396,1,279,2010-03-28T23:29:09Z,1,279
397,1,239,2010-03-26T04:06:26Z,1,239
398,1,280,2010-03-24T17:22:32Z,1,280
399,1,281,2010-03-23T03:47:32Z,1,281
400,1,245,2010-03-21T23:30:02Z,1,245
401,1,282,2010-03-20T18:32:44Z,1,282
402,1,283,2010-03-19T03:38:12Z,1,283
403,1,263,2010-03-19T00:06:08Z,1,263
404,1,284,2010-03-18T03:32:55Z,1,284
405,1,219,2010-03-17T17:15:09Z,1,219
406,1,239,2010-03-16T03:19:55Z,1,239
407,1,285,2010-03-12T04:28:21Z,1,285
408,1,286,2010-03-11T21:11:07Z,1,286
409,1,219,2010-03-11T00:30:40Z,1,219
410,1,250,2010-03-10T21:29:27Z,1,250
411,1,219,2010-03-08T18:48:29Z,1,219
412,1,239,2010-03-03T20:45:27Z,1,239
413,1,250,2010-03-02T20:14:15Z,1,250
414,1,287,2010-02-26T03:58:26Z,1,287
415,1,219,2010-02-26T00:40:57Z,1,219
416,1,237,2010-02-17T03:07:40Z,1,237
417,1,288,2010-02-13T22:36:17Z,1,288
418,1,239,2010-02-10T05:08:47Z,1,239
419,1,289,2010-02-04T16:40:28Z,1,289
420,1,290,2010-02-04T16:40:15Z,1,290
421,1,291,2010-02-04T06:33:25Z,1,291
422,1,233,2010-02-01T03:11:26Z,1,233
423,1,292,2010-01-30T02:56:04Z,1,292
424,1,241,2010-01-28T03:35:57Z,1,241
425,1,269,2010-01-27T03:51:30Z,1,269
426,1,249,2010-01-21T21:04:29Z,1,249
427,1,283,2010-01-21T03:37:34Z,1,283
428,1,293,2010-01-15T05:00:47Z,1,293
429,1,230,2010-01-14T05:21:32Z,1,230
430,1,239,2010-01-12T23:05:41Z,1,239
431,1,253,2010-01-10T20:35:10Z,1,253
432,1,249,2010-01-08T21:15:45Z,1,249
433,1,294,2010-01-08T03:19:13Z,1,294
434,1,239,2010-01-07T07:07:33Z,1,239
435,1,239,2009-12-30T04:24:06Z,1,239
436,1,295,2009-12-23T20:36:25Z,1,295
437,1,219,2009-12-22T18:21:17Z,1,219
438,1,253,2009-12-20T19:30:30Z,1,253
439,1,296,2009-12-19T21:21:20Z,1,296
440,1,297,2009-12-18T05:04:36Z,1,297
441,1,239,2009-12-16T22:04:50Z,1,239
442,1,268,2009-12-11T21:21:14Z,1,268
443,1,298,2009-12-11T06:20:08Z,1,298
444,1,299,2009-12-09T03:11:49Z,1,299
445,1,300,2009-12-05T08:05:56Z,1,300
446,1,239,2009-12-04T04:20:16Z,1,239
447,1,301,2009-12-02T16:36:13Z,1,301
448,1,239,2009-12-02T03:54:52Z,1,239
449,1,302,2009-12-01T05:10:03Z,1,302
450,1,263,2009-11-28T02:04:34Z,1,263
451,1,229,2009-11-28T00:34:33Z,1,229
452,1,303,2009-11-27T21:04:34Z,1,303
453,1,237,2009-11-27T01:55:38Z,1,237
454,1,304,2009-11-26T22:23:49Z,1,304
455,1,219,2009-11-26T01:06:06Z,1,219
456,1,263,2009-11-25T23:14:40Z,1,263
457,1,219,2009-11-25T22:04:37Z,1,219
458,1,239,2009-11-25T21:22:49Z,1,239
459,1,305,2009-11-25T04:21:05Z,1,305
460,1,263,2009-11-25T03:24:29Z,1,263
461,1,253,2009-11-23T23:16:12Z,1,253
462,1,237,2009-11-23T06:02:29Z,1,237
463,1,306,2009-11-22T22:44:42Z,1,306
464,1,307,2009-11-22T07:53:09Z,1,307
465,1,219,2009-11-21T22:23:38Z,1,219
466,1,253,2009-11-21T22:17:44Z,1,253
467,1,253,2009-11-20T17:59:20Z,1,253
468,1,231,2009-11-19T19:14:49Z,1,231
469,1,253,2009-11-18T21:19:51Z,1,253
470,1,253,2009-11-17T20:49:26Z,1,253
471,1,249,2009-11-13T21:04:36Z,1,249
472,1,253,2009-11-11T19:58:14Z,1,253
473,1,219,2009-11-07T23:37:11Z,1,219
474,1,308,2009-11-07T23:02:07Z,1,308
475,1,233,2009-11-07T09:00:21Z,1,233
476,1,239,2009-11-06T05:08:09Z,1,239
477,1,252,2009-11-04T21:44:32Z,1,252
478,1,309,2009-11-03T18:01:55Z,1,309
479,1,253,2009-11-03T01:18:14Z,1,253
480,1,310,2009-11-02T20:05:52Z,1,310
481,1,311,2009-11-01T02:12:18Z,1,311
482,1,278,2009-11-01T01:12:41Z,1,278
483,1,253,2009-10-30T15:59:44Z,1,253
484,1,239,2009-10-30T02:54:44Z,1,239
485,1,256,2009-10-30T00:19:53Z,1,256
486,1,253,2009-10-30T00:16:59Z,1,253
487,1,253,2009-10-28T18:51:29Z,1,253
488,1,312,2009-10-28T01:23:59Z,1,312
489,1,253,2009-10-27T19:52:08Z,1,253
490,1,253,2009-10-26T18:01:50Z,1,253
491,1,313,2009-10-26T04:36:41Z,1,313
492,1,314,2009-10-26T02:36:55Z,1,314
493,1,315,2009-10-25T06:02:26Z,1,315
494,1,316,2009-10-24T20:56:30Z,1,316
495,1,256,2009-10-23T20:21:34Z,1,256
496,1,317,2009-10-23T06:00:55Z,1,317
497,1,219,2009-10-22T23:13:17Z,1,219
498,1,310,2009-10-22T20:42:45Z,1,310
499,1,310,2009-10-22T20:42:08Z,1,310
500,1,231,2009-10-22T20:19:22Z,1,231
501,1,219,2009-10-21T23:26:27Z,1,219
502,1,275,2009-10-21T21:55:00Z,1,275
503,1,318,2009-10-21T08:15:02Z,1,318
504,1,256,2009-10-19T15:40:27Z,1,256
505,1,319,2009-10-14T21:52:13Z,1,319
506,1,320,2009-10-09T18:37:55Z,1,320
507,1,314,2009-10-07T16:38:17Z,1,314
508,2,321,2011-07-02T08:08:32Z,2,321
509,2,28,2011-07-01T22:33:02Z,2,28
510,2,322,2011-07-01T21:23:01Z,2,322
511,2,323,2011-07-01T16:18:13Z,2,323
512,2,324,2011-07-01T03:45:00Z,2,324
513,2,325,2011-06-30T03:00:12Z,2,325
514,2,326,2011-06-29T23:39:24Z,2,326
515,2,326,2011-06-27T05:33:51Z,2,326
516,2,327,2011-06-26T20:31:02Z,2,327
517,2,328,2011-06-26T05:59:27Z,2,328
518,2,329,2011-06-26T04:12:21Z,2,329
519,2,330,2011-06-26T02:54:15Z,2,330
520,2,331,2011-06-24T16:46:50Z,2,331
521,2,323,2011-06-24T02:09:51Z,2,323
522,2,323,2011-06-23T19:14:50Z,2,323
523,2,325,2011-06-23T03:37:22Z,2,325
524,2,323,2011-06-21T02:56:56Z,2,323
525,2,332,2011-06-19T22:08:02Z,2,332
526,2,323,2011-06-19T17:41:42Z,2,323
527,2,326,2011-06-19T03:19:44Z,2,326
528,2,333,2011-06-18T19:59:48Z,2,333
529,2,334,2011-06-17T22:16:19Z,2,334
530,2,335,2011-06-17T02:52:39Z,2,335
531,2,336,2011-06-14T17:24:55Z,2,336
532,2,336,2011-06-14T17:24:54Z,2,336
533,2,337,2011-06-12T19:07:41Z,2,337
534,2,326,2011-06-12T01:39:02Z,2,326
535,2,326,2011-06-11T20:03:07Z,2,326
536,2,338,2011-06-11T05:45:43Z,2,338
537,2,339,2011-06-07T18:42:28Z,2,339
538,2,339,2011-06-06T20:48:23Z,2,339
539,2,340,2011-06-06T16:59:18Z,2,340
540,2,341,2011-06-04T23:35:37Z,2,341
541,2,342,2011-06-04T06:33:03Z,2,342
542,2,343,2011-06-03T16:18:57Z,2,343
543,2,342,2011-05-30T22:23:38Z,2,342
544,2,339,2011-05-27T16:27:14Z,2,339
545,2,326,2011-05-27T02:27:10Z,2,326
546,2,339,2011-05-26T15:33:26Z,2,339
547,2,326,2011-05-24T17:08:34Z,2,326
548,2,326,2011-05-22T22:10:56Z,2,326
549,2,326,2011-05-22T05:55:20Z,2,326
550,2,344,2011-05-21T22:59:29Z,2,344
551,2,327,2011-05-21T19:29:36Z,2,327
552,2,345,2011-05-21T05:56:50Z,2,345
553,2,346,2011-05-21T01:44:43Z,2,346
554,2,347,2011-05-19T16:04:46Z,2,347
555,2,331,2011-05-19T04:33:46Z,2,331
556,2,339,2011-05-18T16:28:00Z,2,339
557,2,348,2011-05-16T17:20:57Z,2,348
